trade_id,symbol,contract,direction,entry_time,exit_time,entry_price,exit_price,contracts,point_value,commission,slippage,pnl_gross,pnl_net,r_multiple,stop_loss,target,session,tags,open
1aa853c7,MCL,MCLQ24,SHORT,2024-06-26 16:00:00+00:00,2024-06-26 17:00:00+00:00,81.00999999999999,81.5,1,10.0,2.25,0.1,-4.900000000000091,-9.60000000000009,-2.0,81.49,79.61,NY_AFTERNOON,[],False
b726c242,MCL,MCLU24,SHORT,2024-07-26 16:00:00+00:00,2024-07-26 20:00:00+00:00,77.30999999999999,76.44000244140625,1,10.0,2.25,0.1,8.69997558593738,3.9999755859373805,0.34,78.5,73.78,NY_AFTERNOON,[],False
15daf23f,MCL,MCLZ24,LONG,2024-10-23 15:00:00+00:00,2024-10-23 23:00:00+00:00,70.54,71.19999694824219,1,10.0,2.25,0.1,6.5999694824218125,1.8999694824218123,0.56,70.2,71.52,NY_AFTERNOON,[],False
