trade_id,symbol,contract,direction,entry_time,exit_time,entry_price,exit_price,contracts,point_value,commission,slippage,pnl_gross,pnl_net,r_multiple,stop_loss,target,session,tags,open
76faad0c,MES,MESU24,LONG,2024-06-18 04:00:00+00:00,2024-06-18 05:00:00+00:00,5437.25,5439.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5436.25,5439.25,LONDON_OPEN,[],False
b99c12cf,MES,MESU24,LONG,2024-06-18 15:00:00+00:00,2024-06-18 23:00:00+00:00,5450.0,5495.5,1,5.0,2.25,1.25,227.5,220.5,0.44,5350.25,5748.25,NY_AFTERNOON,[],False
ed0c7613,MES,MESU24,LONG,2024-06-25 02:00:00+00:00,2024-06-25 03:00:00+00:00,5437.25,5439.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5436.25,5439.25,LONDON_OPEN,[],False
cce974ac,MES,MESU24,LONG,2024-06-25 04:00:00+00:00,2024-06-25 05:00:00+00:00,5437.25,5439.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5436.25,5439.25,LONDON_OPEN,[],False
632c1856,MES,MESU24,LONG,2024-06-28 15:00:00+00:00,2024-06-28 19:00:00+00:00,5546.0,5530.0,1,5.0,2.25,1.25,-80.0,-87.0,-1.1,5530.25,5592.25,NY_AFTERNOON,[],False
4a527251,MES,MESU24,SHORT,2024-07-01 15:00:00+00:00,2024-07-01 16:00:00+00:00,5553.25,5536.5,1,5.0,2.25,1.25,83.75,76.75,2.56,5559.25,5536.25,NY_AFTERNOON,[],False
b59057cf,MES,MESU24,SHORT,2024-07-02 14:00:00+00:00,2024-07-02 15:00:00+00:00,5553.25,5536.5,1,5.0,2.25,1.25,83.75,76.75,2.56,5559.25,5536.25,NY_AFTERNOON,[],False
0190a4da,MES,MESU24,SHORT,2024-07-02 15:00:00+00:00,2024-07-02 16:00:00+00:00,5553.25,5536.5,1,5.0,2.25,1.25,83.75,76.75,2.56,5559.25,5536.25,NY_AFTERNOON,[],False
e15deff7,MES,MESU24,SHORT,2024-07-03 14:30:00+00:00,2024-07-03 15:30:00+00:00,5553.25,5559.5,1,5.0,2.25,1.25,-31.25,-38.25,-1.27,5559.25,5536.25,NY_AFTERNOON,[],False
da49c391,MES,MESU24,SHORT,2024-07-03 15:30:00+00:00,2024-07-03 16:30:00+00:00,5553.25,5559.5,1,5.0,2.25,1.25,-31.25,-38.25,-1.27,5559.25,5536.25,NY_AFTERNOON,[],False
ca1b4241,MES,MESU24,LONG,2024-07-05 15:00:00+00:00,2024-07-05 20:00:00+00:00,5582.75,5615.75,1,5.0,2.25,1.25,165.0,158.0,0.47,5515.5,5783.5,NY_AFTERNOON,[],False
765bbf3c,MES,MESU24,LONG,2024-07-08 02:00:00+00:00,2024-07-08 03:00:00+00:00,5524.75,5526.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5523.75,5526.75,LONDON_OPEN,[],False
aadb50e3,MES,MESU24,LONG,2024-07-08 03:00:00+00:00,2024-07-08 04:00:00+00:00,5524.75,5526.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5523.75,5526.75,LONDON_OPEN,[],False
f365d3ef,MES,MESU24,LONG,2024-07-08 04:00:00+00:00,2024-07-08 05:00:00+00:00,5524.75,5526.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5523.75,5526.75,LONDON_OPEN,[],False
5fcccbee,MES,MESU24,LONG,2024-07-08 10:00:00+00:00,2024-07-08 11:00:00+00:00,5515.25,5517.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5514.25,5517.25,NY_OPEN,[],False
f1f41d03,MES,MESU24,LONG,2024-07-08 12:00:00+00:00,2024-07-08 13:00:00+00:00,5513.75,5515.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5512.75,5515.75,NY_LUNCH,[],False
e6c38816,MES,MESU24,LONG,2024-07-08 14:00:00+00:00,2024-07-08 23:00:00+00:00,5582.75,5638.5,1,5.0,2.25,1.25,278.75,271.75,0.81,5515.5,5783.5,NY_AFTERNOON,[],False
690fae43,MES,MESU24,LONG,2024-07-09 02:00:00+00:00,2024-07-09 03:00:00+00:00,5528.5,5530.25,1,5.0,2.25,1.25,8.75,1.75,0.35,5527.5,5530.5,LONDON_OPEN,[],False
0f696806,MES,MESU24,LONG,2024-07-09 03:00:00+00:00,2024-07-09 04:00:00+00:00,5528.5,5530.25,1,5.0,2.25,1.25,8.75,1.75,0.35,5527.5,5530.5,LONDON_OPEN,[],False
9d6892a4,MES,MESU24,LONG,2024-07-09 04:00:00+00:00,2024-07-09 05:00:00+00:00,5528.5,5530.25,1,5.0,2.25,1.25,8.75,1.75,0.35,5527.5,5530.5,LONDON_OPEN,[],False
7e6dafaf,MES,MESU24,LONG,2024-07-09 10:00:00+00:00,2024-07-09 11:00:00+00:00,5515.25,5517.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5514.25,5517.25,NY_OPEN,[],False
8058b44c,MES,MESU24,LONG,2024-07-09 12:00:00+00:00,2024-07-09 13:00:00+00:00,5513.75,5515.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5512.75,5515.75,NY_LUNCH,[],False
3d5ac111,MES,MESU24,LONG,2024-07-09 14:00:00+00:00,2024-07-09 23:00:00+00:00,5582.75,5633.75,1,5.0,2.25,1.25,255.0,248.0,0.74,5515.5,5783.5,NY_AFTERNOON,[],False
955250fc,MES,MESU24,LONG,2024-07-10 02:00:00+00:00,2024-07-10 03:00:00+00:00,5565.25,5567.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5564.25,5567.25,LONDON_OPEN,[],False
91582492,MES,MESU24,LONG,2024-07-10 03:00:00+00:00,2024-07-10 04:00:00+00:00,5565.25,5567.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5564.25,5567.25,LONDON_OPEN,[],False
bdb06683,MES,MESU24,LONG,2024-07-11 04:00:00+00:00,2024-07-11 05:00:00+00:00,5565.25,5567.0,1,5.0,2.25,1.25,8.75,1.75,0.35,5564.25,5567.25,LONDON_OPEN,[],False
7efc3e71,MES,MESU24,LONG,2024-07-11 14:00:00+00:00,2024-07-11 23:00:00+00:00,5582.75,5637.25,1,5.0,2.25,1.25,272.5,265.5,1.01,5530.25,5739.25,NY_AFTERNOON,[],False
c3239d6f,MES,MESU24,LONG,2024-07-15 03:00:00+00:00,2024-07-15 04:00:00+00:00,5635.75,5637.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5634.75,5637.75,LONDON_OPEN,[],False
01716497,MES,MESU24,LONG,2024-07-15 04:00:00+00:00,2024-07-15 05:00:00+00:00,5635.75,5637.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5634.75,5637.75,LONDON_OPEN,[],False
cce88144,MES,MESU24,LONG,2024-07-15 15:00:00+00:00,2024-07-15 16:00:00+00:00,5688.75,5690.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5687.75,5690.75,NY_AFTERNOON,[],False
207a5663,MES,MESU24,LONG,2024-07-16 02:00:00+00:00,2024-07-16 03:00:00+00:00,5635.75,5637.5,1,5.0,2.25,1.25,8.75,1.75,0.35,5634.75,5637.75,LONDON_OPEN,[],False
