name,market,n,wins,losses,win_rate,profit_factor,avg_r,total_r,max_dd_r,confidence,rank,recommendation,filters,symbol,entry_type,exit_type,sl_type,tp_type,trailing_sl_type,trend,structure,CHoCH,BOS,MSS,FVG,OB,displacement,session,score_gate,market_key,filter_score_gate,filter_direction,filter_session,filter_h4,filter_h1,filter_ob,filter_mss_type,filter_mss,filter_fvg_displacement,filter_skip_no_displacement,filter_regime,filter_skip_regime,filter_volatility,filter_news_filter,filter_exit_model,filter_ob_present
combo_score_gate=14_direction=short_regime=TRENDING_mss_type=CHOCH_ob_present=True,NSE,24,18,6,75.0,7.6183,1.6546,39.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,short,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=8_ob_present=True,NSE,382,266,116,69.63,7.4802,1.9678,751.7,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,,,,,,,,,,,,,,,True
combo_score_gate=10,NSE,393,275,118,69.97,7.4488,1.9363,760.96,4.5,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 10},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,,,,,,,,,,
combo_score_gate=8_regime=NEUTRAL_mss_type=CHOCH,NSE,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=8_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,NSE,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=10_regime=NEUTRAL_mss_type=CHOCH,NSE,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=10_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,NSE,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=12_direction=short_regime=TRENDING_mss_type=BOS,NSE,64,44,20,68.75,6.686,1.7769,113.72,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,short,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=12_direction=short_regime=TRENDING_mss_type=BOS_ob_present=True,NSE,64,44,20,68.75,6.686,1.7769,113.72,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,12,nse,12.0,short,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=10_regime=TRENDING_mss_type=CHOCH,NSE,131,84,47,64.12,6.6636,2.032,266.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=10_regime=TRENDING_mss_type=CHOCH_ob_present=True,NSE,131,84,47,64.12,6.6636,2.032,266.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=10_direction=long_regime=TRENDING,NSE,127,88,39,69.29,6.5949,1.7181,218.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,long,,,,,,,,,TRENDING,,,,,
combo_score_gate=10_direction=long_regime=TRENDING_ob_present=True,NSE,127,88,39,69.29,6.5949,1.7181,218.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,long,,,,,,,,,TRENDING,,,,,True
combo_score_gate=14_direction=short_mss_type=CHOCH,NSE,25,18,7,72.0,6.53,1.5484,38.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,short,,,,,CHOCH,,,,,,,,,
combo_score_gate=14_direction=short_mss_type=CHOCH_ob_present=True,NSE,25,18,7,72.0,6.53,1.5484,38.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,short,,,,,CHOCH,,,,,,,,,True
combo_score_gate=8_regime=TRENDING_mss_type=CHOCH,NSE,132,84,48,63.64,6.5248,2.009,265.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=8_regime=TRENDING_mss_type=CHOCH_ob_present=True,NSE,132,84,48,63.64,6.5248,2.009,265.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=8_direction=long,NSE,308,213,95,69.16,6.4959,1.6952,522.11,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,long,,,,,,,,,,,,,,
combo_score_gate=10_mss_type=CHOCH,NSE,203,131,72,64.53,6.4749,1.9418,394.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,,,,,,
combo_score_gate=10_mss_type=CHOCH_ob_present=True,NSE,203,131,72,64.53,6.4749,1.9418,394.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=8_direction=long_regime=TRENDING,NSE,128,88,40,68.75,6.43,1.6969,217.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,long,,,,,,,,,TRENDING,,,,,
combo_score_gate=8_direction=long_regime=TRENDING_ob_present=True,NSE,128,88,40,68.75,6.43,1.6969,217.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,long,,,,,,,,,TRENDING,,,,,True
combo_score_gate=8_mss_type=CHOCH,NSE,204,131,73,64.22,6.3862,1.9274,393.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,,,,,,
combo_score_gate=8_mss_type=CHOCH_ob_present=True,NSE,204,131,73,64.22,6.3862,1.9274,393.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=14_direction=short_regime=TRENDING,NSE,27,19,8,70.37,6.2125,1.5444,41.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,short,,,,,,,,,TRENDING,,,,,
combo_score_gate=14_direction=short_regime=TRENDING_ob_present=True,NSE,27,19,8,70.37,6.2125,1.5444,41.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,short,,,,,,,,,TRENDING,,,,,True
combo_score_gate=12_direction=long_regime=NEUTRAL,NSE,32,22,10,68.75,5.954,1.5481,49.54,4.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'NEUTRAL'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,long,,,,,,,,,NEUTRAL,,,,,
combo_score_gate=12_direction=long_regime=NEUTRAL_ob_present=True,NSE,32,22,10,68.75,5.954,1.5481,49.54,4.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'NEUTRAL', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,nse,12.0,long,,,,,,,,,NEUTRAL,,,,,True
combo_score_gate=12_direction=long_mss_type=CHOCH,NSE,87,59,28,67.82,5.8889,1.5734,136.89,3.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,long,,,,,CHOCH,,,,,,,,,
combo_score_gate=12_direction=long_mss_type=CHOCH_ob_present=True,NSE,87,59,28,67.82,5.8889,1.5734,136.89,3.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,12,nse,12.0,long,,,,,CHOCH,,,,,,,,,True
combo_score_gate=10_direction=long_ob_present=True,NSE,178,119,59,66.85,5.6775,1.5504,275.97,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,long,,,,,,,,,,,,,,True
combo_score_gate=8_direction=long_ob_present=True,NSE,180,120,60,66.67,5.6515,1.5505,279.09,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,long,,,,,,,,,,,,,,True
combo_score_gate=10_direction=long,NSE,186,124,62,66.67,5.5237,1.5079,280.47,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,long,,,,,,,,,,,,,,
combo_score_gate=14_direction=short,NSE,28,19,9,67.86,5.5222,1.4536,40.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,short,,,,,,,,,,,,,,
combo_score_gate=14_direction=short_ob_present=True,NSE,28,19,9,67.86,5.5222,1.4536,40.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,short,,,,,,,,,,,,,,True
combo_score_gate=14_regime=TRENDING_mss_type=CHOCH,NSE,47,32,15,68.09,5.5053,1.4379,67.58,6.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=14_regime=TRENDING_mss_type=CHOCH_ob_present=True,NSE,47,32,15,68.09,5.5053,1.4379,67.58,6.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=8_direction=long_regime=NEUTRAL_mss_type=CHOCH,NSE,31,20,11,64.52,5.4255,1.5703,48.68,3.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,long,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=8_direction=long_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,NSE,31,20,11,64.52,5.4255,1.5703,48.68,3.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,long,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=10_direction=long_regime=NEUTRAL_mss_type=CHOCH,NSE,31,20,11,64.52,5.4255,1.5703,48.68,3.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,long,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=10_direction=long_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,NSE,31,20,11,64.52,5.4255,1.5703,48.68,3.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,long,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=14_regime=TRENDING,NSE,52,35,17,67.31,5.4165,1.4438,75.08,5.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,,,,,,,,,,TRENDING,,,,,
combo_score_gate=14_regime=TRENDING_ob_present=True,NSE,52,35,17,67.31,5.4165,1.4438,75.08,5.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,,,,,,,,,,TRENDING,,,,,True
combo_score_gate=12_direction=long_regime=TRENDING_mss_type=CHOCH,NSE,58,39,19,67.24,5.4079,1.444,83.75,4.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,long,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=12_direction=long_regime=TRENDING_mss_type=CHOCH_ob_present=True,NSE,58,39,19,67.24,5.4079,1.444,83.75,4.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,12,nse,12.0,long,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=14_mss_type=CHOCH,NSE,53,36,17,67.92,5.1212,1.3219,70.06,5.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,,,,,,CHOCH,,,,,,,,,
combo_score_gate=14_mss_type=CHOCH_ob_present=True,NSE,53,36,17,67.92,5.1212,1.3219,70.06,5.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=14,NSE,58,39,19,67.24,5.0821,1.3372,77.56,4.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 14},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,,,,,,,,,,,,,,,
combo_score_gate=14_ob_present=True,NSE,58,39,19,67.24,5.0821,1.3372,77.56,4.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,nse,14.0,,,,,,,,,,,,,,,True
combo_score_gate=8_direction=long_regime=NEUTRAL,NSE,45,30,15,66.67,5.062,1.354,60.93,2.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'NEUTRAL'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,long,,,,,,,,,NEUTRAL,,,,,
combo_score_gate=8_direction=long_regime=NEUTRAL_ob_present=True,NSE,45,30,15,66.67,5.062,1.354,60.93,2.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'NEUTRAL', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,long,,,,,,,,,NEUTRAL,,,,,True
combo_score_gate=10_direction=long_regime=NEUTRAL,NSE,44,29,15,65.91,4.7873,1.2911,56.81,2.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'NEUTRAL'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,long,,,,,,,,,NEUTRAL,,,,,
combo_score_gate=10_direction=long_regime=NEUTRAL_ob_present=True,NSE,44,29,15,65.91,4.7873,1.2911,56.81,2.25,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'NEUTRAL', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,long,,,,,,,,,NEUTRAL,,,,,True
