name,market,n,wins,losses,win_rate,profit_factor,avg_r,total_r,max_dd_r,confidence,rank,recommendation,filters,symbol,entry_type,exit_type,sl_type,tp_type,trailing_sl_type,trend,structure,CHoCH,BOS,MSS,FVG,OB,displacement,session,score_gate,market_key,filter_score_gate,filter_direction,filter_session,filter_h4,filter_h1,filter_ob,filter_mss_type,filter_mss,filter_fvg_displacement,filter_skip_no_displacement,filter_regime,filter_skip_regime,filter_volatility,filter_news_filter,filter_exit_model,filter_ob_present
combo_score_gate=8_regime=NEUTRAL_ob_present=True,COMBINED,87,63,24,72.41,7.9958,1.9299,167.9,3.76,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'NEUTRAL', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,,,,,NEUTRAL,,,,,True
combo_score_gate=8_direction=short_regime=TRENDING_mss_type=BOS,COMBINED,84,60,24,71.43,7.8687,1.9625,164.85,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,short,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=8_direction=short_regime=TRENDING_mss_type=BOS_ob_present=True,COMBINED,84,60,24,71.43,7.8687,1.9625,164.85,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,short,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=10_direction=short_regime=TRENDING_mss_type=BOS,COMBINED,84,60,24,71.43,7.8687,1.9625,164.85,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,short,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=10_direction=short_regime=TRENDING_mss_type=BOS_ob_present=True,COMBINED,84,60,24,71.43,7.8687,1.9625,164.85,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,short,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=10_regime=TRENDING,COMBINED,274,191,83,69.71,7.8518,2.0755,568.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,,,,,TRENDING,,,,,
combo_score_gate=10_regime=TRENDING_ob_present=True,COMBINED,274,191,83,69.71,7.8518,2.0755,568.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,,,,,TRENDING,,,,,True
combo_score_gate=8_regime=TRENDING,COMBINED,275,191,84,69.45,7.7583,2.0644,567.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,,,,,TRENDING,,,,,
combo_score_gate=8_regime=TRENDING_ob_present=True,COMBINED,275,191,84,69.45,7.7583,2.0644,567.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,,,,,TRENDING,,,,,True
combo_score_gate=14_direction=short_regime=TRENDING_mss_type=CHOCH,COMBINED,24,18,6,75.0,7.6183,1.6546,39.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,14,combined,14.0,short,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=14_direction=short_regime=TRENDING_mss_type=CHOCH_ob_present=True,COMBINED,24,18,6,75.0,7.6183,1.6546,39.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,combined,14.0,short,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=8_ob_present=True,COMBINED,386,270,116,69.95,7.5816,1.9779,763.46,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,,,,,,,,,,True
combo_score_gate=8_direction=short_mss_type=CHOCH,COMBINED,149,97,52,65.1,7.2164,2.1526,320.744,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,short,,,,,CHOCH,,,,,,,,,
combo_score_gate=10_direction=short_mss_type=CHOCH,COMBINED,147,95,52,64.63,7.1002,2.1411,314.744,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,short,,,,,CHOCH,,,,,,,,,
combo_score_gate=8_regime=NEUTRAL_mss_type=CHOCH,COMBINED,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=8_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,COMBINED,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=10_regime=NEUTRAL_mss_type=CHOCH,COMBINED,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,CHOCH,,,,NEUTRAL,,,,,
combo_score_gate=10_regime=NEUTRAL_mss_type=CHOCH_ob_present=True,COMBINED,56,37,19,66.07,6.9626,2.023,113.29,5.37,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'NEUTRAL', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,CHOCH,,,,NEUTRAL,,,,,True
combo_score_gate=10_direction=short_mss_type=BOS_fvg_displacement=True,COMBINED,78,58,20,74.36,6.845,1.4987,116.9,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,True,ALL,10,combined,10.0,short,,,,,BOS,,True,,,,,,,
combo_score_gate=8,COMBINED,912,634,278,69.52,6.8125,1.7497,1595.7281,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 8},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,,,,,,,,,,
combo_score_gate=12_direction=short_fvg_displacement=True,COMBINED,14,10,4,71.43,6.775,1.65,23.1,1.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'short', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,12,combined,12.0,short,,,,,,,True,,,,,,,
combo_score_gate=12_direction=short_regime=TRENDING_mss_type=BOS,COMBINED,64,44,20,68.75,6.686,1.7769,113.72,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,12,combined,12.0,short,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=12_direction=short_regime=TRENDING_mss_type=BOS_ob_present=True,COMBINED,64,44,20,68.75,6.686,1.7769,113.72,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,short,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=10_regime=TRENDING_mss_type=CHOCH,COMBINED,131,84,47,64.12,6.6636,2.032,266.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=10_regime=TRENDING_mss_type=CHOCH_ob_present=True,COMBINED,131,84,47,64.12,6.6636,2.032,266.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=10_direction=long_regime=TRENDING,COMBINED,127,88,39,69.29,6.5949,1.7181,218.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,long,,,,,,,,,TRENDING,,,,,
combo_score_gate=10_direction=long_regime=TRENDING_ob_present=True,COMBINED,127,88,39,69.29,6.5949,1.7181,218.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'long', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,long,,,,,,,,,TRENDING,,,,,True
combo_score_gate=10_direction=short_mss_type=BOS_ob_present=False_fvg_displacement=True,COMBINED,76,56,20,73.68,6.557,1.4624,111.14,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,True,ALL,10,combined,10.0,short,,,,,BOS,,True,,,,,,,False
combo_score_gate=14_direction=short_mss_type=CHOCH,COMBINED,25,18,7,72.0,6.53,1.5484,38.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,14,combined,14.0,short,,,,,CHOCH,,,,,,,,,
combo_score_gate=14_direction=short_mss_type=CHOCH_ob_present=True,COMBINED,25,18,7,72.0,6.53,1.5484,38.71,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,14,combined,14.0,short,,,,,CHOCH,,,,,,,,,True
combo_score_gate=8_regime=TRENDING_mss_type=CHOCH,COMBINED,132,84,48,63.64,6.5248,2.009,265.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,CHOCH,,,,TRENDING,,,,,
combo_score_gate=8_regime=TRENDING_mss_type=CHOCH_ob_present=True,COMBINED,132,84,48,63.64,6.5248,2.009,265.19,7.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,CHOCH,,,,TRENDING,,,,,True
combo_score_gate=8_direction=short_mss_type=BOS_fvg_displacement=True,COMBINED,82,60,22,73.17,6.4955,1.4744,120.9,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'mss_type': 'BOS', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,True,ALL,8,combined,8.0,short,,,,,BOS,,True,,,,,,,
combo_score_gate=10_mss_type=CHOCH_ob_present=True,COMBINED,203,131,72,64.53,6.4749,1.9418,394.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=8_direction=long_regime=TRENDING,COMBINED,128,88,40,68.75,6.43,1.6969,217.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,long,,,,,,,,,TRENDING,,,,,
combo_score_gate=8_direction=long_regime=TRENDING_ob_present=True,COMBINED,128,88,40,68.75,6.43,1.6969,217.2,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,long,,,,,,,,,TRENDING,,,,,True
combo_score_gate=8_mss_type=CHOCH_ob_present=True,COMBINED,204,131,73,64.22,6.3862,1.9274,393.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=8_mss_type=BOS,COMBINED,339,236,103,69.62,6.2708,1.5837,536.8618,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,BOS,,,,,,,,,
combo_score_gate=8_ob_present=False,COMBINED,526,364,162,69.2,6.2499,1.5823,832.2681,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,ALL,ALL,8,combined,8.0,,,,,,,,,,,,,,,False
combo_score_gate=10_direction=short_mss_type=BOS_ob_present=False,COMBINED,79,57,22,72.15,6.2469,1.3947,110.1846,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,ALL,ALL,10,combined,10.0,short,,,,,BOS,,,,,,,,,False
combo_score_gate=8_direction=short_mss_type=BOS_ob_present=False_fvg_displacement=True,COMBINED,80,58,22,72.5,6.2336,1.4392,115.14,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,True,ALL,8,combined,8.0,short,,,,,BOS,,True,,,,,,,False
combo_score_gate=14_direction=short_regime=TRENDING,COMBINED,27,19,8,70.37,6.2125,1.5444,41.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,combined,14.0,short,,,,,,,,,TRENDING,,,,,
combo_score_gate=14_direction=short_regime=TRENDING_ob_present=True,COMBINED,27,19,8,70.37,6.2125,1.5444,41.7,2.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,combined,14.0,short,,,,,,,,,TRENDING,,,,,True
combo_score_gate=8_direction=long_mss_type=CHOCH_fvg_displacement=True,COMBINED,54,38,16,70.37,6.1946,1.3544,73.14,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'CHOCH', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,True,ALL,8,combined,8.0,long,,,,,CHOCH,,True,,,,,,,
combo_score_gate=8_direction=long_mss_type=CHOCH_ob_present=False_fvg_displacement=True,COMBINED,54,38,16,70.37,6.1946,1.3544,73.14,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'CHOCH', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,False,True,ALL,8,combined,8.0,long,,,,,CHOCH,,True,,,,,,,False
combo_score_gate=14_direction=short,COMBINED,30,21,9,70.0,6.1622,1.5487,46.46,2.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,combined,14.0,short,,,,,,,,,,,,,,
combo_score_gate=14_direction=short_ob_present=True,COMBINED,30,21,9,70.0,6.1622,1.5487,46.46,2.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 14, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,14,combined,14.0,short,,,,,,,,,,,,,,True
combo_score_gate=8_direction=long_mss_type=CHOCH_ob_present=False,COMBINED,57,40,17,70.18,6.1593,1.365,77.8023,3.0,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'CHOCH', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,False,ALL,ALL,8,combined,8.0,long,,,,,CHOCH,,,,,,,,,False
combo_score_gate=10,COMBINED,652,439,213,67.33,6.063,1.6271,1060.8481,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 10},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,,,,,,,,,,
combo_score_gate=8_direction=short_mss_type=BOS_ob_present=False,COMBINED,83,59,24,71.08,5.9645,1.3757,114.1846,4.33,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 8, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,ALL,ALL,8,combined,8.0,short,,,,,BOS,,,,,,,,,False
combo_score_gate=12_direction=long_regime=NEUTRAL,COMBINED,32,22,10,68.75,5.954,1.5481,49.54,4.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'NEUTRAL'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,combined,12.0,long,,,,,,,,,NEUTRAL,,,,,
combo_score_gate=12_direction=long_regime=NEUTRAL_ob_present=True,COMBINED,32,22,10,68.75,5.954,1.5481,49.54,4.0,LOW,B,Useful context filter; combine with stronger confirmation before live changes.,"{'score_gate': 12, 'direction': 'long', 'regime': 'NEUTRAL', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,long,,,,,,,,,NEUTRAL,,,,,True
