trade_id,symbol,contract,direction,entry_time,exit_time,entry_price,exit_price,contracts,point_value,commission,slippage,pnl_gross,pnl_net,r_multiple,stop_loss,target,session,tags,open
dc96a0a9,MGC,MGCG26,LONG,2026-01-13 12:00:00+00:00,2026-01-13 13:00:00+00:00,4489.7001,4490.4001,1,10.0,2.25,1.0,6.999999999998181,0.499999999998181,0.12,4489.3001,4490.5001,NY_LUNCH,[],False
5248167b,MGC,MGCG26,LONG,2026-01-13 14:00:00+00:00,2026-01-13 15:00:00+00:00,4465.800200000001,4564.9011,1,10.0,2.25,1.0,991.0089999999946,984.5089999999946,2.97,4432.5999,4565.0011,NY_AFTERNOON,[],False
c4f32e1d,MGC,MGCG26,LONG,2026-01-13 15:00:00+00:00,2026-01-13 16:00:00+00:00,4465.800200000001,4564.9011,1,10.0,2.25,1.0,991.0089999999946,984.5089999999946,2.97,4432.5999,4565.0011,NY_AFTERNOON,[],False
ed0f0159,MGC,MGCG26,LONG,2026-01-14 14:00:00+00:00,2026-01-14 15:00:00+00:00,4465.800200000001,4564.9011,1,10.0,2.25,1.0,991.0089999999946,984.5089999999946,2.97,4432.5999,4565.0011,NY_AFTERNOON,[],False
95b04bca,MGC,MGCG26,LONG,2026-01-14 15:00:00+00:00,2026-01-14 16:00:00+00:00,4465.800200000001,4564.9011,1,10.0,2.25,1.0,991.0089999999946,984.5089999999946,2.97,4432.5999,4565.0011,NY_AFTERNOON,[],False
aac9c1a5,MGC,MGCG26,LONG,2026-01-16 04:00:00+00:00,2026-01-16 05:00:00+00:00,4475.8998,4476.5998,1,10.0,2.25,1.0,6.999999999998181,0.499999999998181,0.12,4475.4998,4476.6998,LONDON_OPEN,[],False
0e150e1a,MGC,MGCG26,LONG,2026-01-20 15:00:00+00:00,2026-01-20 23:00:00+00:00,4624.7001,4779.7998046875,1,10.0,2.25,1.0,1550.9970468749998,1544.4970468749998,0.8,4432.5999,5200.6007,NY_AFTERNOON,[],False
f8385030,MGC,MGCH26,LONG,2026-01-21 14:00:00+00:00,2026-01-21 15:00:00+00:00,4624.7001,4681.5007,1,10.0,2.25,1.0,568.0059999999958,561.5059999999958,2.94,4605.5999,4681.6007,NY_AFTERNOON,[],False
5a4c0785,MGC,MGCH26,LONG,2026-01-21 15:00:00+00:00,2026-01-21 16:00:00+00:00,4624.7001,4681.5007,1,10.0,2.25,1.0,568.0059999999958,561.5059999999958,2.94,4605.5999,4681.6007,NY_AFTERNOON,[],False
55cc400b,MGC,MGCH26,LONG,2026-01-22 02:00:00+00:00,2026-01-22 03:00:00+00:00,4605.6,4625.1993999999995,1,10.0,2.25,1.0,195.9939999999915,189.4939999999915,2.83,4598.9002,4625.2994,LONDON_OPEN,[],False
