index,date,time,exit_time,hold_mins,dir,entry,sl,t1,t2,t3,risk_pts,exit_price,outcome,r,score,mss,regime,fvg_size,fvg_top,fvg_bottom,hour,minute,weekday,win,period,month,year,session,symbol,fvg_ratio,stop_loss,target1,target2,target3,rr_t1,rr_t2,rr_t3
XAUUSD,2025-09-15,18:15,,87,SHORT,3679.38,3681.88,3674.38,3671.88,3669.38,2.5,3681.88,SL,-1.0,10,BOS,NEUTRAL,0.0,3679.38,3679.38,18,15,0,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3681.88,3674.38,3671.88,3669.38,2.0,3.0,4.0
XAUUSD,2025-09-16,13:24,,6,LONG,3688.94,3686.11,3694.6,3697.43,3700.26,2.83,3694.6,T1,2.0,14,CHOCH,NEUTRAL,0.0,3688.94,3688.94,13,24,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3686.11,3694.6,3697.43,3700.26,2.0,3.0,4.0
XAUUSD,2025-09-16,14:30,,3,SHORT,3696.8,3699.55,3691.3,3688.55,3685.8,2.75,3691.3,T1,2.0,15,BOS,NEUTRAL,0.0,3696.8,3696.8,14,30,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3699.55,3691.3,3688.55,3685.8,2.0,3.0,4.0
XAUUSD,2025-09-16,16:21,,219,LONG,3688.61,3686.11,3693.61,3696.11,3698.61,2.5,3686.11,SL,-1.0,14,CHOCH,NEUTRAL,0.0,3688.61,3688.61,16,21,1,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3686.11,3693.61,3696.11,3698.61,2.0,3.0,4.0
XAGUSD,2025-09-16,17:51,,360,SHORT,42.0,44.5,37.0,34.5,32.0,2.5,41.306,TIMEOUT,0.2776,11,BOS,NEUTRAL,0.0,42.0,42.0,17,51,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,44.5,37.0,34.5,32.0,2.0,3.0,4.0
XAUUSD,2025-09-17,09:15,,51,LONG,3667.53,3665.03,3672.53,3675.03,3677.53,2.5,3665.03,SL,-1.0,14,CHOCH,NEUTRAL,0.0,3667.53,3667.53,9,15,2,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3665.03,3672.53,3675.03,3677.53,2.0,3.0,4.0
USOIL,2025-09-17,11:27,,360,LONG,64.44,61.94,69.44,71.94,74.44,2.5,64.32,TIMEOUT,-0.048,16,CHOCH,NEUTRAL,0.0,64.44,64.44,11,27,2,0,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,61.94,69.44,71.94,74.44,2.0,3.0,4.0
XAUUSD,2025-09-17,15:54,,9,SHORT,3683.51,3686.01,3679.76,3678.51,3676.01,2.5,3686.01,SL,-1.0,13,CHOCH,NEUTRAL,0.0,3683.51,3683.51,15,54,2,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3686.01,3679.76,3678.51,3676.01,1.5,2.0,3.0
XAGUSD,2025-09-17,16:06,,360,SHORT,41.54,44.04,36.54,34.04,31.54,2.5,41.828,TIMEOUT,-0.1152,16,CHOCH,NEUTRAL,0.0,41.54,41.54,16,6,2,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,44.04,36.54,34.04,31.54,2.0,3.0,4.0
XAUUSD,2025-09-17,18:15,,6,SHORT,3697.95,3705.39,3683.07,3675.63,3654.47,7.44,3683.07,T1,2.0,15,CHOCH,NEUTRAL,0.0,3697.95,3697.95,18,15,2,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3705.39,3683.07,3675.63,3654.47,2.0,3.0,5.844
XAUUSD,2025-09-18,07:42,,3,LONG,3652.86,3649.89,3657.32,3658.8,3662.03,2.97,3658.8,T2,2.0,13,CHOCH,NEUTRAL,0.0,3652.86,3652.86,7,42,3,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3649.89,3657.32,3658.8,3662.03,1.502,2.0,3.088
USOIL,2025-09-18,08:09,,360,LONG,64.2,61.7,69.2,71.7,74.2,2.5,64.35,TIMEOUT,0.06,15,BOS,NEUTRAL,0.0,64.2,64.2,8,9,3,1,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,61.7,69.2,71.7,74.2,2.0,3.0,4.0
XAUUSD,2025-09-18,08:18,,15,LONG,3652.86,3649.89,3657.32,3658.8,3661.77,2.97,3657.32,T1,1.5017,11,CHOCH,NEUTRAL,0.0,3652.86,3652.86,8,18,3,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3649.89,3657.32,3658.8,3661.77,1.502,2.0,3.0
XAGUSD,2025-09-18,10:09,,360,SHORT,41.4,43.9,36.4,33.9,31.4,2.5,41.774,TIMEOUT,-0.1496,10,CHOCH,NEUTRAL,0.0,41.4,41.4,10,9,3,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAGUSD,0.0,43.9,36.4,33.9,31.4,2.0,3.0,4.0
XAUUSD,2025-09-18,10:33,,9,SHORT,3670.76,3673.26,3665.76,3663.26,3660.76,2.5,3665.76,T1,2.0,10,CHOCH,NEUTRAL,0.0,3670.76,3670.76,10,33,3,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3673.26,3665.76,3663.26,3660.76,2.0,3.0,4.0
USOIL,2025-09-18,18:06,,360,LONG,63.98,61.48,68.98,71.48,73.98,2.5,62.945,TIMEOUT,-0.414,13,BOS,NEUTRAL,0.0,63.98,63.98,18,6,3,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,61.48,68.98,71.48,73.98,2.0,3.0,4.0
USOIL,2025-09-19,11:54,,360,SHORT,62.62,65.12,57.62,55.12,52.62,2.5,62.56,TIMEOUT,0.024,12,CHOCH,NEUTRAL,0.0,62.62,62.62,11,54,4,1,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,65.12,57.62,55.12,52.62,2.0,3.0,4.0
XAGUSD,2025-09-19,12:54,,360,LONG,42.5,40.0,46.25,47.5,50.0,2.5,43.012,TIMEOUT,0.2048,11,CHOCH,NEUTRAL,0.0,42.5,42.5,12,54,4,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,40.0,46.25,47.5,50.0,1.5,2.0,3.0
XAUUSD,2025-09-19,12:54,,6,LONG,3648.32,3645.82,3653.32,3655.82,3658.32,2.5,3645.82,SL,-1.0,14,CHOCH,NEUTRAL,0.0,3648.32,3648.32,12,54,4,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3645.82,3653.32,3655.82,3658.32,2.0,3.0,4.0
XAGUSD,2025-09-19,19:54,,360,SHORT,42.53,45.03,37.53,35.03,32.53,2.5,43.553,TIMEOUT,-0.4092,14,CHOCH,NEUTRAL,0.0,42.53,42.53,19,54,4,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,45.03,37.53,35.03,32.53,2.0,3.0,4.0
USOIL,2025-09-22,08:18,,360,SHORT,62.27,64.77,57.27,54.77,52.27,2.5,61.967,TIMEOUT,0.1212,16,CHOCH,NEUTRAL,0.0,62.27,62.27,8,18,0,1,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,64.77,57.27,54.77,52.27,2.0,3.0,4.0
XAUUSD,2025-09-22,11:42,,33,SHORT,3725.23,3727.73,3720.23,3717.73,3715.23,2.5,3720.23,T1,2.0,17,CHOCH,NEUTRAL,0.0,3725.23,3725.23,11,42,0,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3727.73,3720.23,3717.73,3715.23,2.0,3.0,4.0
XAUUSD,2025-09-22,12:51,,120,LONG,3717.49,3713.38,3725.71,3729.82,3733.93,4.11,3725.71,T1,2.0,17,CHOCH,NEUTRAL,0.0,3717.49,3717.49,12,51,0,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3713.38,3725.71,3729.82,3733.93,2.0,3.0,4.0
XAGUSD,2025-09-22,13:57,,360,LONG,43.98,41.48,48.98,51.48,53.98,2.5,44.092,TIMEOUT,0.0448,16,CHOCH,NEUTRAL,0.0,43.98,43.98,13,57,0,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,41.48,48.98,51.48,53.98,2.0,3.0,4.0
XAUUSD,2025-09-22,19:33,,15,SHORT,3744.99,3747.49,3739.99,3737.49,3734.99,2.5,3747.49,SL,-1.0,16,CHOCH,NEUTRAL,0.0,3744.99,3744.99,19,33,0,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3747.49,3739.99,3737.49,3734.99,2.0,3.0,4.0
USOIL,2025-09-23,11:12,,360,SHORT,62.43,64.93,57.43,54.93,52.43,2.5,63.42,TIMEOUT,-0.396,10,CHOCH,NEUTRAL,0.0,62.43,62.43,11,12,1,0,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,64.93,57.43,54.93,52.43,2.0,3.0,4.0
XAUUSD,2025-09-23,15:12,,3,LONG,3775.36,3772.86,3779.11,3780.36,3785.22,2.5,3780.36,T2,2.0,15,CHOCH,NEUTRAL,0.0,3775.36,3775.36,15,12,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3772.86,3779.11,3780.36,3785.22,1.5,2.0,3.944
XAGUSD,2025-09-23,17:51,,360,SHORT,43.78,46.28,38.78,36.28,33.78,2.5,43.908,TIMEOUT,-0.0512,16,CHOCH,NEUTRAL,0.0,43.78,43.78,17,51,1,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,46.28,38.78,36.28,33.78,2.0,3.0,4.0
XAUUSD,2025-09-23,17:54,,57,SHORT,3779.47,3781.97,3774.47,3771.97,3769.47,2.5,3769.47,T3,4.0,15,BOS,NEUTRAL,0.0,3779.47,3779.47,17,54,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3781.97,3774.47,3771.97,3769.47,2.0,3.0,4.0
USOIL,2025-09-23,18:18,,360,LONG,63.8,61.3,67.55,68.8,71.3,2.5,64.112,TIMEOUT,0.1248,13,CHOCH,NEUTRAL,0.0,63.8,63.8,18,18,1,1,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,61.3,67.55,68.8,71.3,1.5,2.0,3.0
XAUUSD,2025-09-24,08:27,,66,SHORT,3771.89,3774.39,3766.89,3764.39,3761.89,2.5,3766.89,T1,2.0,11,BOS,NEUTRAL,0.0,3771.89,3771.89,8,27,2,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3774.39,3766.89,3764.39,3761.89,2.0,3.0,4.0
XAUUSD,2025-09-24,11:18,,27,LONG,3763.91,3761.41,3768.91,3771.41,3773.91,2.5,3768.91,T1,2.0,14,CHOCH,NEUTRAL,0.0,3763.91,3763.91,11,18,2,1,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3761.41,3768.91,3771.41,3773.91,2.0,3.0,4.0
XAUUSD,2025-09-24,13:27,,3,SHORT,3769.66,3772.16,3764.66,3762.16,3759.66,2.5,3764.66,T1,2.0,14,CHOCH,NEUTRAL,0.0,3769.66,3769.66,13,27,2,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3772.16,3764.66,3762.16,3759.66,2.0,3.0,4.0
XAGUSD,2025-09-24,15:18,,360,LONG,44.57,42.07,48.32,49.57,52.07,2.5,44.82,TIMEOUT,0.1,12,BOS,NEUTRAL,0.0,44.57,44.57,15,18,2,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,42.07,48.32,49.57,52.07,1.5,2.0,3.0
USOIL,2025-09-24,18:12,,360,SHORT,64.4,66.9,59.4,56.9,54.4,2.5,64.697,TIMEOUT,-0.1188,14,CHOCH,NEUTRAL,0.0,64.4,64.4,18,12,2,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,66.9,59.4,56.9,54.4,2.0,3.0,4.0
XAGUSD,2025-09-25,11:03,,360,SHORT,44.46,46.96,39.46,36.96,34.46,2.5,44.778,TIMEOUT,-0.1272,14,BOS,NEUTRAL,0.0,44.46,44.46,11,3,3,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAGUSD,0.0,46.96,39.46,36.96,34.46,2.0,3.0,4.0
USOIL,2025-09-25,12:30,,360,LONG,65.02,62.52,70.02,72.52,75.02,2.5,65.007,TIMEOUT,-0.0052,17,CHOCH,NEUTRAL,0.0,65.02,65.02,12,30,3,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,62.52,70.02,72.52,75.02,2.0,3.0,4.0
XAUUSD,2025-09-25,13:21,,15,LONG,3739.28,3735.5,3746.84,3750.62,3755.1,3.78,3735.5,SL,-1.0,17,CHOCH,NEUTRAL,0.0,3739.28,3739.28,13,21,3,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3735.5,3746.84,3750.62,3755.1,2.0,3.0,4.185
XAUUSD,2025-09-25,15:18,,6,LONG,3736.09,3733.59,3741.09,3743.59,3746.09,2.5,3733.59,SL,-1.0,11,BOS,NEUTRAL,0.0,3736.09,3736.09,15,18,3,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3733.59,3741.09,3743.59,3746.09,2.0,3.0,4.0
XAUUSD,2025-09-25,19:39,,21,SHORT,3749.05,3752.14,3742.87,3739.78,3736.69,3.09,3742.87,T1,2.0,15,BOS,NEUTRAL,0.0,3749.05,3749.05,19,39,3,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3752.14,3742.87,3739.78,3736.69,2.0,3.0,4.0
USOIL,2025-09-25,19:48,,360,SHORT,64.69,67.19,60.94,59.69,57.19,2.5,65.277,TIMEOUT,-0.2348,8,BOS,NEUTRAL,0.0,64.69,64.69,19,48,3,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,67.19,60.94,59.69,57.19,1.5,2.0,3.0
XAGUSD,2025-09-26,07:21,,360,SHORT,44.58,47.08,39.58,37.08,34.58,2.5,45.347,TIMEOUT,-0.3068,14,BOS,NEUTRAL,0.0,44.58,44.58,7,21,4,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAGUSD,0.0,47.08,39.58,37.08,34.58,2.0,3.0,4.0
USOIL,2025-09-26,15:57,,360,SHORT,65.74,68.24,60.74,58.24,55.74,2.5,64.995,TIMEOUT,0.298,12,CHOCH,NEUTRAL,0.0,65.74,65.74,15,57,4,1,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,68.24,60.74,58.24,55.74,2.0,3.0,4.0
XAGUSD,2025-09-26,16:09,,360,SHORT,45.59,48.09,40.59,38.09,35.59,2.5,46.958,TIMEOUT,-0.5472,14,CHOCH,NEUTRAL,0.0,45.59,45.59,16,9,4,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,48.09,40.59,38.09,35.59,2.0,3.0,4.0
XAUUSD,2025-09-26,16:27,,3,SHORT,3773.89,3776.39,3768.89,3766.39,3763.89,2.5,3776.39,SL,-1.0,13,BOS,NEUTRAL,0.0,3773.89,3773.89,16,27,4,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3776.39,3768.89,3766.39,3763.89,2.0,3.0,4.0
XAUUSD,2025-09-26,18:06,,57,SHORT,3780.05,3783.03,3774.09,3771.11,3768.13,2.98,3774.09,T1,2.0,15,BOS,NEUTRAL,0.0,3780.05,3780.05,18,6,4,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3783.03,3774.09,3771.11,3768.13,2.0,3.0,4.0
XAUUSD,2025-09-29,08:03,,3,SHORT,3811.73,3814.23,3806.73,3804.23,3801.73,2.5,3814.23,SL,-1.0,13,CHOCH,NEUTRAL,0.0,3811.73,3811.73,8,3,0,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3814.23,3806.73,3804.23,3801.73,2.0,3.0,4.0
XAGUSD,2025-09-29,11:48,,360,SHORT,46.53,49.03,41.53,39.03,36.53,2.5,46.837,TIMEOUT,-0.1228,18,CHOCH,NEUTRAL,0.0,46.53,46.53,11,48,0,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAGUSD,0.0,49.03,41.53,39.03,36.53,2.0,3.0,4.0
USOIL,2025-09-29,12:45,,360,LONG,64.9,62.4,68.65,69.9,72.4,2.5,63.24,TIMEOUT,-0.664,14,CHOCH,NEUTRAL,0.0,64.9,64.9,12,45,0,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,62.4,68.65,69.9,72.4,1.5,2.0,3.0
XAUUSD,2025-09-29,13:18,,3,LONG,3818.04,3815.54,3823.04,3825.54,3831.45,2.5,3823.04,T1,2.0,13,BOS,NEUTRAL,0.0,3818.04,3818.04,13,18,0,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3815.54,3823.04,3825.54,3831.45,2.0,3.0,5.364
XAUUSD,2025-09-29,17:15,,3,SHORT,3830.34,3832.84,3826.59,3825.34,3822.84,2.5,3826.59,T1,1.5,12,BOS,NEUTRAL,0.0,3830.34,3830.34,17,15,0,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3832.84,3826.59,3825.34,3822.84,1.5,2.0,3.0
XAUUSD,2025-09-29,19:15,,45,LONG,3825.64,3823.14,3830.64,3833.14,3835.64,2.5,3835.64,T3,4.0,16,CHOCH,NEUTRAL,0.0,3825.64,3825.64,19,15,0,1,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3823.14,3830.64,3833.14,3835.64,2.0,3.0,4.0
XAGUSD,2025-09-29,19:45,,360,LONG,47.32,44.82,52.32,54.82,57.32,2.5,46.076,TIMEOUT,-0.4976,13,BOS,NEUTRAL,0.0,47.32,47.32,19,45,0,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,44.82,52.32,54.82,57.32,2.0,3.0,4.0
USOIL,2025-09-30,08:45,,360,LONG,63.03,60.53,68.03,70.53,73.03,2.5,62.287,TIMEOUT,-0.2972,15,CHOCH,NEUTRAL,0.0,63.03,63.03,8,45,1,0,FOREX_2023_2026,2025-09,2025,EU (07-12),USOIL,0.0,60.53,68.03,70.53,73.03,2.0,3.0,4.0
XAUUSD,2025-09-30,10:48,,21,LONG,3811.0,3808.5,3816.0,3818.5,3821.91,2.5,3808.5,SL,-1.0,13,BOS,NEUTRAL,0.0,3811.0,3811.0,10,48,1,0,FOREX_2023_2026,2025-09,2025,EU (07-12),XAUUSD,0.0,3808.5,3816.0,3818.5,3821.91,2.0,3.0,4.364
XAGUSD,2025-09-30,15:12,,360,SHORT,46.12,48.62,41.12,38.62,36.12,2.5,47.414,TIMEOUT,-0.5176,14,CHOCH,NEUTRAL,0.0,46.12,46.12,15,12,1,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAGUSD,0.0,48.62,41.12,38.62,36.12,2.0,3.0,4.0
XAUUSD,2025-09-30,18:15,,6,SHORT,3842.47,3844.97,3837.47,3834.97,3832.47,2.5,3844.97,SL,-1.0,11,BOS,NEUTRAL,0.0,3842.47,3842.47,18,15,1,0,FOREX_2023_2026,2025-09,2025,NY (12-20),XAUUSD,0.0,3844.97,3837.47,3834.97,3832.47,2.0,3.0,4.0
USOIL,2025-09-30,18:57,,360,LONG,63.04,60.54,68.04,70.54,73.04,2.5,62.13,TIMEOUT,-0.364,14,CHOCH,NEUTRAL,0.0,63.04,63.04,18,57,1,0,FOREX_2023_2026,2025-09,2025,NY (12-20),USOIL,0.0,60.54,68.04,70.54,73.04,2.0,3.0,4.0
XAGUSD,2025-10-01,09:21,,360,SHORT,46.83,49.33,43.08,41.83,39.33,2.5,47.286,TIMEOUT,-0.1824,11,BOS,NEUTRAL,0.0,46.83,46.83,9,21,2,0,FOREX_2023_2026,2025-10,2025,EU (07-12),XAGUSD,0.0,49.33,43.08,41.83,39.33,1.5,2.0,3.0
XAUUSD,2025-10-01,09:42,,90,SHORT,3890.91,3894.28,3884.17,3880.8,3877.43,3.37,3884.17,T1,2.0,10,CHOCH,NEUTRAL,0.0,3890.91,3890.91,9,42,2,1,FOREX_2023_2026,2025-10,2025,EU (07-12),XAUUSD,0.0,3894.28,3884.17,3880.8,3877.43,2.0,3.0,4.0
USOIL,2025-10-01,13:09,,360,LONG,62.31,59.81,67.31,69.81,72.31,2.5,61.96,TIMEOUT,-0.14,17,CHOCH,NEUTRAL,0.0,62.31,62.31,13,9,2,0,FOREX_2023_2026,2025-10,2025,NY (12-20),USOIL,0.0,59.81,67.31,69.81,72.31,2.0,3.0,4.0
XAUUSD,2025-10-01,13:42,,6,LONG,3870.91,3867.75,3877.23,3880.39,3883.55,3.16,3867.75,SL,-1.0,12,CHOCH,NEUTRAL,0.0,3870.91,3870.91,13,42,2,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3867.75,3877.23,3880.39,3883.55,2.0,3.0,4.0
XAUUSD,2025-10-01,14:30,,3,LONG,3873.25,3870.75,3877.0,3878.25,3880.75,2.5,3878.25,T2,2.0,10,BOS,NEUTRAL,0.0,3873.25,3873.25,14,30,2,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3870.75,3877.0,3878.25,3880.75,1.5,2.0,3.0
XAGUSD,2025-10-01,17:42,,360,SHORT,47.04,49.54,43.29,42.04,39.54,2.5,47.422,TIMEOUT,-0.1528,15,CHOCH,NEUTRAL,0.0,47.04,47.04,17,42,2,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAGUSD,0.0,49.54,43.29,42.04,39.54,1.5,2.0,3.0
XAUUSD,2025-10-01,18:48,,27,LONG,3861.62,3859.12,3866.62,3869.12,3871.62,2.5,3866.62,T1,2.0,14,CHOCH,NEUTRAL,0.0,3861.62,3861.62,18,48,2,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3859.12,3866.62,3869.12,3871.62,2.0,3.0,4.0
USOIL,2025-10-02,08:45,,360,LONG,62.34,59.84,66.09,67.34,69.84,2.5,61.062,TIMEOUT,-0.5112,10,CHOCH,NEUTRAL,0.0,62.34,62.34,8,45,3,0,FOREX_2023_2026,2025-10,2025,EU (07-12),USOIL,0.0,59.84,66.09,67.34,69.84,1.5,2.0,3.0
XAUUSD,2025-10-02,12:18,,18,SHORT,3884.68,3887.18,3879.68,3877.18,3874.68,2.5,3887.18,SL,-1.0,16,CHOCH,NEUTRAL,0.0,3884.68,3884.68,12,18,3,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3887.18,3879.68,3877.18,3874.68,2.0,3.0,4.0
XAGUSD,2025-10-02,16:12,,360,LONG,46.63,44.13,51.63,54.13,56.63,2.5,47.345,TIMEOUT,0.286,13,CHOCH,NEUTRAL,0.0,46.63,46.63,16,12,3,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAGUSD,0.0,44.13,51.63,54.13,56.63,2.0,3.0,4.0
XAUUSD,2025-10-02,16:12,,3,LONG,3835.63,3833.13,3839.38,3840.63,3844.93,2.5,3840.63,T2,2.0,13,CHOCH,NEUTRAL,0.0,3835.63,3835.63,16,12,3,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3833.13,3839.38,3840.63,3844.93,1.5,2.0,3.72
XAUUSD,2025-10-02,16:48,,9,LONG,3840.69,3837.95,3844.8,3846.17,3848.91,2.74,3844.8,T1,1.5,12,BOS,NEUTRAL,0.0,3840.69,3840.69,16,48,3,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3837.95,3844.8,3846.17,3848.91,1.5,2.0,3.0
XAUUSD,2025-10-03,09:06,,15,SHORT,3862.72,3865.22,3857.72,3855.22,3852.72,2.5,3857.72,T1,2.0,16,CHOCH,NEUTRAL,0.0,3862.72,3862.72,9,6,4,1,FOREX_2023_2026,2025-10,2025,EU (07-12),XAUUSD,0.0,3865.22,3857.72,3855.22,3852.72,2.0,3.0,4.0
USOIL,2025-10-03,09:42,,360,SHORT,60.58,63.08,55.58,53.08,50.58,2.5,60.937,TIMEOUT,-0.1428,16,CHOCH,NEUTRAL,0.0,60.58,60.58,9,42,4,0,FOREX_2023_2026,2025-10,2025,EU (07-12),USOIL,0.0,63.08,55.58,53.08,50.58,2.0,3.0,4.0
XAGUSD,2025-10-03,09:45,,360,SHORT,46.84,49.34,41.84,39.34,36.84,2.5,48.227,TIMEOUT,-0.5548,16,CHOCH,NEUTRAL,0.0,46.84,46.84,9,45,4,0,FOREX_2023_2026,2025-10,2025,EU (07-12),XAGUSD,0.0,49.34,41.84,39.34,36.84,2.0,3.0,4.0
XAGUSD,2025-10-03,17:03,,360,SHORT,47.53,50.03,42.53,40.03,37.53,2.5,48.608,TIMEOUT,-0.4312,12,BOS,NEUTRAL,0.0,47.53,47.53,17,3,4,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAGUSD,0.0,50.03,42.53,40.03,37.53,2.0,3.0,4.0
XAUUSD,2025-10-03,19:57,,3,SHORT,3886.55,3889.05,3882.8,3881.55,3879.05,2.5,3889.05,SL,-1.0,11,CHOCH,NEUTRAL,0.0,3886.55,3886.55,19,57,4,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3889.05,3882.8,3881.55,3879.05,1.5,2.0,3.0
USOIL,2025-10-06,10:33,,360,SHORT,61.48,63.98,56.48,53.98,51.48,2.5,61.82,TIMEOUT,-0.136,16,CHOCH,NEUTRAL,0.0,61.48,61.48,10,33,0,0,FOREX_2023_2026,2025-10,2025,EU (07-12),USOIL,0.0,63.98,56.48,53.98,51.48,2.0,3.0,4.0
XAGUSD,2025-10-06,15:21,,360,SHORT,48.17,50.67,44.42,43.17,40.67,2.5,48.144,TIMEOUT,0.0104,11,BOS,NEUTRAL,0.0,48.17,48.17,15,21,0,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAGUSD,0.0,50.67,44.42,43.17,40.67,1.5,2.0,3.0
XAUUSD,2025-10-06,16:15,,3,SHORT,3951.56,3954.06,3946.56,3944.06,3941.56,2.5,3954.06,SL,-1.0,16,CHOCH,NEUTRAL,0.0,3951.56,3951.56,16,15,0,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3954.06,3946.56,3944.06,3941.56,2.0,3.0,4.0
XAUUSD,2025-10-06,17:21,,6,LONG,3954.81,3952.31,3958.56,3959.81,3962.31,2.5,3952.31,SL,-1.0,12,BOS,NEUTRAL,0.0,3954.81,3954.81,17,21,0,0,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3952.31,3958.56,3959.81,3962.31,1.5,2.0,3.0
USOIL,2025-10-06,17:24,,360,SHORT,61.28,63.78,56.28,53.78,51.28,2.5,61.59,TIMEOUT,-0.124,12,BOS,NEUTRAL,0.0,61.28,61.28,17,24,0,0,FOREX_2023_2026,2025-10,2025,NY (12-20),USOIL,0.0,63.78,56.28,53.78,51.28,2.0,3.0,4.0
XAUUSD,2025-10-06,19:57,,3,SHORT,3961.84,3964.34,3956.84,3954.34,3951.84,2.5,3951.84,T3,4.0,16,CHOCH,NEUTRAL,0.0,3961.84,3961.84,19,57,0,1,FOREX_2023_2026,2025-10,2025,NY (12-20),XAUUSD,0.0,3964.34,3956.84,3954.34,3951.84,2.0,3.0,4.0
