symbol,date,time,hour,weekday,dir,mss,score,entry,stop_loss,target1,target2,target3,risk_pts,rr_t2,exit_price,r,outcome,hold_mins,session
USOIL,2024-07-01,17:15,17,0,SHORT,BOS,16,82.449,82.999,81.349,80.799,80.249,0.55,3.0,82.999,-1.0,SL,60,NY (16-20)
USOIL,2024-07-12,16:45,16,4,SHORT,BOS,16,83.462,84.012,82.362,81.812,81.262,0.55,3.0,82.404,1.924,TIMEOUT,480,NY (16-20)
USOIL,2024-09-18,18:45,18,2,SHORT,CHOCH,15,70.917,71.467,69.817,69.267,68.717,0.55,3.0,70.692,0.409,TIMEOUT,480,NY (16-20)
USOIL,2024-10-04,16:00,16,4,SHORT,CHOCH,14,75.098,75.648,73.998,73.448,72.898,0.55,3.0,75.648,-1.0,SL,210,NY (16-20)
USOIL,2024-11-22,16:15,16,4,LONG,CHOCH,15,69.972,69.422,71.072,71.622,72.172,0.55,3.0,71.622,3.0,T2,285,NY (16-20)
USOIL,2024-12-02,17:45,17,0,SHORT,BOS,12,68.794,69.344,67.694,67.144,66.594,0.55,3.0,68.238,1.011,TIMEOUT,480,NY (16-20)
USOIL,2025-01-10,19:30,19,4,SHORT,CHOCH,14,76.456,77.046,75.276,74.686,74.096,0.59,3.0,77.046,-1.0,SL,255,NY (16-20)
USOIL,2025-01-24,17:00,17,4,SHORT,BOS,16,75.873,76.423,74.773,74.223,73.673,0.55,3.0,75.021,1.549,TIMEOUT,480,NY (16-20)
USOIL,2025-01-28,16:45,16,1,SHORT,CHOCH,17,74.665,75.215,73.565,73.015,72.465,0.55,3.0,74.62,0.082,TIMEOUT,480,NY (16-20)
USOIL,2025-02-03,16:30,16,0,SHORT,CHOCH,15,75.01,75.77,73.49,72.73,71.97,0.76,3.0,72.73,3.0,T2,30,NY (16-20)
USOIL,2025-02-04,16:45,16,1,LONG,BOS,14,71.499,70.479,73.539,74.559,75.579,1.02,3.0,73.079,1.549,TIMEOUT,480,NY (16-20)
USOIL,2025-02-19,17:45,17,2,SHORT,CHOCH,17,72.584,73.134,71.484,70.934,70.384,0.55,3.0,72.119,0.845,TIMEOUT,480,NY (16-20)
USOIL,2025-04-09,09:00,9,2,LONG,BOS,13,57.274,56.724,58.374,58.924,59.474,0.55,3.0,56.724,-1.0,SL,240,London (07-12)
USOIL,2025-04-09,18:30,18,2,LONG,BOS,11,56.689,56.139,57.789,58.339,58.889,0.55,3.0,56.689,0.0,SL_AFTER_T1,90,NY (16-20)
USOIL,2025-05-12,17:45,17,0,SHORT,CHOCH,15,62.898,63.448,61.798,61.248,60.698,0.55,3.0,61.973,1.682,TIMEOUT,480,NY (16-20)
USOIL,2025-05-20,19:30,19,1,LONG,BOS,14,62.274,61.724,63.374,63.924,64.474,0.55,3.0,63.924,3.0,T2,255,NY (16-20)
USOIL,2025-06-02,16:45,16,0,SHORT,CHOCH,17,63.57,64.15,62.41,61.83,61.25,0.58,3.0,63.287,0.488,TIMEOUT,480,NY (16-20)
USOIL,2025-06-13,09:45,9,4,SHORT,CHOCH,15,73.02,73.57,71.92,71.37,68.541,0.55,3.0,71.37,3.0,T2,0,London (07-12)
USOIL,2025-06-18,17:15,17,2,SHORT,CHOCH,14,75.195,76.59,72.405,71.01,69.615,1.395,3.0,74.713,0.346,TIMEOUT,480,NY (16-20)
USOIL,2025-08-04,18:00,18,0,LONG,BOS,14,66.823,66.273,67.923,68.473,69.023,0.55,3.0,66.716,-0.195,TIMEOUT,480,NY (16-20)
USOIL,2025-08-07,17:00,17,3,SHORT,CHOCH,15,65.003,65.553,63.903,63.353,62.803,0.55,3.0,64.196,1.467,TIMEOUT,480,NY (16-20)
USOIL,2025-08-08,18:15,18,4,SHORT,CHOCH,14,64.367,64.959,63.183,62.591,61.999,0.592,3.0,63.605,1.287,TIMEOUT,480,NY (16-20)
USOIL,2025-09-08,16:45,16,0,SHORT,BOS,14,62.971,63.521,61.871,61.321,60.771,0.55,3.0,62.658,0.569,TIMEOUT,480,NY (16-20)
USOIL,2025-09-25,18:15,18,3,LONG,CHOCH,17,64.575,64.025,65.675,66.225,66.775,0.55,3.0,65.457,1.604,TIMEOUT,480,NY (16-20)
USOIL,2025-11-06,10:45,10,3,LONG,CHOCH,15,59.966,59.416,61.066,61.616,62.166,0.55,3.0,59.416,-1.0,SL,315,London (07-12)
USOIL,2026-01-06,17:00,17,1,SHORT,BOS,13,58.609,59.159,57.509,56.959,56.409,0.55,3.0,56.959,3.0,T2,270,NY (16-20)
USOIL,2026-01-30,19:30,19,4,SHORT,CHOCH,15,65.451,66.031,64.291,63.711,63.131,0.58,3.0,65.451,0.0,SL_AFTER_T1,105,NY (16-20)
USOIL,2026-02-04,19:30,19,2,LONG,BOS,15,63.752,63.062,65.132,65.822,66.512,0.69,3.0,63.752,0.0,SL_AFTER_T1,435,NY (16-20)
USOIL,2026-02-11,18:30,18,2,SHORT,BOS,14,65.516,66.066,64.416,63.866,63.316,0.55,3.0,64.879,1.158,TIMEOUT,480,NY (16-20)
USOIL,2026-02-23,18:45,18,0,SHORT,CHOCH,17,66.968,67.518,65.868,65.318,64.768,0.55,3.0,66.562,0.738,TIMEOUT,480,NY (16-20)
USOIL,2026-03-09,08:15,8,0,SHORT,CHOCH,15,115.543,117.393,111.843,109.993,105.083,1.85,3.0,109.993,3.0,T2,0,London (07-12)
USOIL,2026-03-23,16:15,16,0,SHORT,CHOCH,14,97.783,104.168,85.013,78.628,72.243,6.385,3.0,89.398,1.313,TIMEOUT,480,NY (16-20)
USOIL,2026-03-24,17:45,17,1,SHORT,CHOCH,12,92.38,92.93,91.28,90.73,90.18,0.55,3.0,92.38,0.0,SL_AFTER_T1,45,NY (16-20)
USOIL,2026-04-06,16:15,16,0,LONG,BOS,16,110.906,110.341,112.036,112.601,113.166,0.565,3.0,113.166,4.0,T3,0,NY (16-20)
USOIL,2026-04-07,11:15,11,1,SHORT,BOS,14,115.088,116.203,112.858,111.743,110.628,1.115,3.0,111.743,3.0,T2,45,London (07-12)
USOIL,2026-04-10,18:00,18,4,LONG,CHOCH,17,98.095,97.545,99.195,99.745,100.295,0.55,3.0,98.095,0.0,SL_AFTER_T1,105,NY (16-20)
USOIL,2026-04-30,09:45,9,3,SHORT,CHOCH,15,111.031,111.581,109.931,109.381,107.976,0.55,3.0,109.381,3.0,T2,0,London (07-12)
USOIL,2026-05-07,19:00,19,3,LONG,BOS,16,92.978,91.857,95.22,96.341,97.17,1.121,3.0,96.341,3.0,T2,30,NY (16-20)
USOIL,2026-05-08,17:15,17,4,LONG,CHOCH,17,95.128,94.393,96.598,97.333,98.068,0.735,3.0,95.128,0.0,SL_AFTER_T1,375,NY (16-20)
USOIL,2026-05-11,09:45,9,0,SHORT,CHOCH,14,100.017,100.647,98.757,98.127,97.497,0.63,3.0,97.497,4.0,T3,60,London (07-12)
