index,date,time,exit_time,hold_mins,dir,entry,sl,t1,t2,t3,risk_pts,exit_price,outcome,r,score,mss,regime,fvg_size,fvg_top,fvg_bottom,hour,minute,weekday,win,target_hit
NIFTY,2025-05-28,10:48,10:51,3,LONG,24779.9,24757.8,24824.1,24846.2,24868.3,22.1,24824.1,T1,2.0,14,CHOCH,TRENDING,21.6,0,0,10,48,2,1,T1
NIFTY,2025-05-28,13:15,13:18,3,SHORT,24817.9,24823.8,24806.1,24800.2,24767.2,5.9,24800.2,T2,3.0,16,CHOCH,TRENDING,5.4,0,0,13,15,2,1,T2
NIFTY,2025-05-28,14:09,14:12,3,LONG,24795.2,24784.2,24817.2,24828.2,24839.2,11.0,24817.2,T1,2.0,15,CHOCH,TRENDING,10.5,0,0,14,9,2,1,T1
NIFTY,2025-05-29,13:00,13:24,24,LONG,24719.1,24696.2,24764.9,24787.8,24810.7,22.9,24764.9,T1,2.0,15,CHOCH,TRENDING,22.4,0,0,13,0,3,1,T1
NIFTY,2025-06-02,14:09,14:12,3,SHORT,24819.5,24831.1,24802.1,24796.3,24784.7,11.6,24796.3,T2,2.0,13,CHOCH,NEUTRAL,11.1,0,0,14,9,0,1,T2
NIFTY,2025-06-02,14:57,15:00,3,LONG,24800.4,24793.7,24813.8,24820.5,24831.5,6.7,24831.5,T3,4.64,16,CHOCH,TRENDING,6.2,0,0,14,57,0,1,T3
NIFTY,2025-06-03,13:33,13:36,3,LONG,24685.4,24678.0,24700.2,24707.6,24775.5,7.4,24707.6,T2,3.0,13,BOS,TRENDING,6.9,0,0,13,33,1,1,T2
NIFTY,2025-06-06,10:09,10:15,6,LONG,24790.9,24761.6,24849.5,24878.8,24908.1,29.3,24849.5,T1,2.0,15,CHOCH,TRENDING,28.8,0,0,10,9,4,1,T1
NIFTY,2025-06-06,13:45,14:15,30,LONG,25066.3,25052.6,25086.8,25093.7,25107.4,13.7,25093.7,T2,2.0,12,BOS,NEUTRAL,13.2,0,0,13,45,4,1,T2
NIFTY,2025-06-06,14:45,14:48,3,LONG,25084.1,25072.1,25102.1,25108.1,25124.8,12.0,25108.1,T2,2.0,8,BOS,NEUTRAL,11.5,0,0,14,45,4,1,T2
NIFTY,2025-06-16,14:21,14:24,3,SHORT,25009.5,25012.0,25004.5,25002.0,24975.9,2.5,25002.0,T2,3.0,14,CHOCH,TRENDING,1.0,0,0,14,21,0,1,T2
NIFTY,2025-06-17,13:33,13:36,3,LONG,24882.5,24879.1,24889.3,24892.7,24908.2,3.4,24889.3,T1,2.0,16,CHOCH,TRENDING,2.9,0,0,13,33,1,1,T1
NIFTY,2025-06-17,14:51,14:54,3,SHORT,24886.0,24893.1,24875.3,24871.8,24864.7,7.1,24864.7,T3,3.0,11,CHOCH,NEUTRAL,6.6,0,0,14,51,1,1,T3
NIFTY,2025-06-18,12:09,12:12,3,LONG,24837.5,24834.0,24844.5,24848.0,24873.5,3.5,24848.0,T2,3.0,13,CHOCH,TRENDING,3.0,0,0,12,9,2,1,T2
NIFTY,2025-06-18,13:12,13:15,3,LONG,24825.5,24823.0,24830.5,24833.0,24854.4,2.5,24823.0,SL,-1.0,15,CHOCH,TRENDING,2.0,0,0,13,12,2,0,SL
NIFTY,2025-06-18,14:30,14:33,3,LONG,24800.5,24790.1,24821.3,24831.7,24842.1,10.4,24831.7,T2,3.0,15,CHOCH,TRENDING,9.9,0,0,14,30,2,1,T2
NIFTY,2025-06-23,10:57,11:12,15,LONG,24909.6,24898.1,24932.6,24944.1,24955.6,11.5,24932.6,T1,2.0,11,BOS,TRENDING,11.0,0,0,10,57,0,1,T1
NIFTY,2025-06-23,12:09,12:12,3,LONG,24940.5,24937.3,24946.9,24950.1,24968.0,3.2,24937.3,SL,-1.0,11,BOS,TRENDING,2.7,0,0,12,9,0,0,SL
NIFTY,2025-06-24,12:39,12:42,3,SHORT,25309.5,25333.3,25261.9,25238.1,25187.0,23.8,25238.1,T2,3.0,14,BOS,TRENDING,23.3,0,0,12,39,1,1,T2
NIFTY,2025-06-24,14:33,14:36,3,LONG,25085.5,25083.0,25090.5,25093.0,25144.5,2.5,25093.0,T2,3.0,10,CHOCH,TRENDING,1.1,0,0,14,33,1,1,T2
NIFTY,2025-06-30,12:15,12:18,3,LONG,25690.5,25687.4,25695.2,25696.7,25710.0,3.1,25696.7,T2,2.0,10,BOS,NEUTRAL,2.6,0,0,12,15,0,1,T2
NIFTY,2025-07-03,13:36,13:39,3,LONG,25596.5,25572.9,25643.7,25667.3,25690.9,23.6,25667.3,T2,3.0,17,CHOCH,TRENDING,23.1,0,0,13,36,3,1,T2
NIFTY,2025-07-09,12:45,12:48,3,SHORT,25627.0,25631.9,25619.7,25617.2,25609.3,4.9,25617.2,T2,2.0,13,CHOCH,NEUTRAL,4.4,0,0,12,45,2,1,T2
NIFTY,2025-07-10,12:21,12:24,3,LONG,25441.1,25436.0,25451.3,25456.4,25465.0,5.1,25465.0,T3,4.69,14,CHOCH,TRENDING,4.6,0,0,12,21,3,1,T3
NIFTY,2025-07-11,12:33,12:36,3,LONG,25232.2,25226.8,25243.0,25248.4,25263.3,5.4,25248.4,T2,3.0,15,CHOCH,TRENDING,4.9,0,0,12,33,4,1,T2
NIFTY,2025-07-11,13:51,13:54,3,LONG,25221.3,25210.9,25236.9,25242.1,25252.5,10.4,25236.9,T1,1.5,12,CHOCH,NEUTRAL,9.9,0,0,13,51,4,1,T1
NIFTY,2025-07-14,12:33,12:39,6,LONG,25109.9,25104.8,25117.5,25120.1,25125.2,5.1,25120.1,T2,2.0,10,BOS,NEUTRAL,4.6,0,0,12,33,0,1,T2
NIFTY,2025-07-14,13:24,13:27,3,LONG,25109.4,25104.8,25116.3,25118.6,25123.2,4.6,25123.2,T3,3.0,15,CHOCH,NEUTRAL,4.1,0,0,13,24,0,1,T3
NIFTY,2025-07-16,12:03,12:33,30,LONG,25209.3,25192.6,25242.7,25259.4,25276.1,16.7,25242.7,T1,2.0,12,CHOCH,TRENDING,16.2,0,0,12,3,2,1,T1
NIFTY,2025-07-18,13:00,13:03,3,LONG,25005.5,24996.9,25022.7,25031.3,25039.9,8.6,25022.7,T1,2.0,14,CHOCH,TRENDING,8.1,0,0,13,0,4,1,T1
NIFTY,2025-07-21,12:30,12:33,3,SHORT,25090.6,25094.0,25085.5,25083.8,25056.0,3.4,25083.8,T2,2.0,9,CHOCH,NEUTRAL,2.9,0,0,12,30,0,1,T2
NIFTY,2025-07-22,10:30,10:33,3,SHORT,25140.8,25147.6,25130.6,25127.2,25117.1,6.8,25127.2,T2,2.0,13,CHOCH,NEUTRAL,6.3,0,0,10,30,1,1,T2
NIFTY,2025-07-22,12:21,12:24,3,LONG,25110.5,25105.5,25118.0,25120.5,25159.0,5.0,25120.5,T2,2.0,14,BOS,NEUTRAL,4.5,0,0,12,21,1,1,T2
NIFTY,2025-07-22,13:27,13:30,3,SHORT,25119.5,25125.0,25108.5,25103.0,25075.9,5.5,25108.5,T1,2.0,15,BOS,TRENDING,5.0,0,0,13,27,1,1,T1
NIFTY,2025-07-24,13:42,13:45,3,LONG,25090.5,25088.0,25094.2,25095.5,25106.2,2.5,25106.2,T3,6.28,13,CHOCH,NEUTRAL,1.8,0,0,13,42,3,1,T3
NIFTY,2025-07-28,11:06,11:09,3,SHORT,24851.7,24861.6,24831.9,24822.0,24812.1,9.9,24831.9,T1,2.0,16,CHOCH,TRENDING,9.4,0,0,11,6,0,1,T1
NIFTY,2025-07-30,13:21,13:36,15,SHORT,24861.1,24873.2,24836.9,24824.8,24807.8,12.1,24873.2,SL,-1.0,11,BOS,TRENDING,11.6,0,0,13,21,2,0,SL
NIFTY,2025-07-31,11:03,11:21,18,LONG,24715.5,24684.0,24778.5,24810.0,24880.8,31.5,24778.5,T1,2.0,14,BOS,TRENDING,31.0,0,0,11,3,3,1,T1
NIFTY,2025-07-31,14:30,14:45,15,SHORT,24885.1,24901.9,24851.5,24834.7,24816.8,16.8,24851.5,T1,2.0,14,CHOCH,TRENDING,16.3,0,0,14,30,3,1,T1
NIFTY,2025-08-01,10:15,10:18,3,LONG,24793.4,24778.8,24822.6,24837.2,24851.8,14.6,24837.2,T2,3.0,16,CHOCH,TRENDING,14.1,0,0,10,15,4,1,T2
NIFTY,2025-08-01,12:24,12:30,6,LONG,24730.5,24725.3,24740.9,24746.1,24751.3,5.2,24751.3,T3,4.0,12,CHOCH,TRENDING,4.7,0,0,12,24,4,1,T3
NIFTY,2025-08-01,13:27,13:30,3,LONG,24726.5,24714.0,24745.2,24751.5,24770.0,12.5,24751.5,T2,2.0,12,BOS,NEUTRAL,12.0,0,0,13,27,4,1,T2
NIFTY,2025-08-05,14:30,14:33,3,LONG,24671.3,24666.6,24678.3,24680.7,24701.2,4.7,24666.6,SL,-1.0,15,CHOCH,NEUTRAL,4.2,0,0,14,30,1,0,SL
NIFTY,2025-08-06,12:18,12:21,3,LONG,24661.2,24657.1,24669.4,24673.5,24720.8,4.1,24673.5,T2,3.0,13,BOS,TRENDING,3.6,0,0,12,18,2,1,T2
NIFTY,2025-08-12,12:18,12:21,3,LONG,24639.3,24631.6,24654.7,24662.4,24680.0,7.7,24680.0,T3,5.29,11,BOS,TRENDING,7.2,0,0,12,18,1,1,T3
NIFTY,2025-08-12,12:51,13:03,12,LONG,24651.4,24636.6,24681.0,24695.8,24710.6,14.8,24681.0,T1,2.0,12,CHOCH,TRENDING,14.3,0,0,12,51,1,1,T1
NIFTY,2025-08-13,11:42,11:45,3,SHORT,24660.5,24667.2,24650.5,24647.1,24635.0,6.7,24647.1,T2,2.0,9,CHOCH,NEUTRAL,6.2,0,0,11,42,2,1,T2
NIFTY,2025-08-13,14:36,14:39,3,SHORT,24731.6,24737.7,24722.5,24719.4,24713.3,6.1,24722.5,T1,1.5,11,CHOCH,NEUTRAL,5.6,0,0,14,36,2,1,T1
NIFTY,2025-08-14,13:21,13:24,3,SHORT,24712.4,24720.8,24695.6,24687.2,24678.8,8.4,24695.6,T1,2.0,12,CHOCH,TRENDING,7.9,0,0,13,21,3,1,T1
NIFTY,2025-08-20,13:24,14:00,36,SHORT,25081.6,25094.6,25055.6,25042.6,25029.6,13.0,25094.6,SL,-1.0,16,CHOCH,TRENDING,12.5,0,0,13,24,2,0,SL
NIFTY,2025-08-25,10:21,10:24,3,LONG,24932.6,24928.1,24941.6,24946.1,24992.5,4.5,24946.1,T2,3.0,9,BOS,TRENDING,4.0,0,0,10,21,0,1,T2
NIFTY,2025-08-25,14:21,14:24,3,SHORT,25010.5,25020.0,24991.5,24982.0,24966.5,9.5,24991.5,T1,2.0,14,BOS,TRENDING,9.0,0,0,14,21,0,1,T1
NIFTY,2025-09-01,11:48,11:51,3,SHORT,24671.5,24674.1,24667.6,24666.3,24658.7,2.6,24658.7,T3,4.93,15,CHOCH,NEUTRAL,2.1,0,0,11,48,0,1,T3
NIFTY,2025-09-02,12:18,12:24,6,SHORT,24844.5,24850.0,24833.5,24828.0,24822.5,5.5,24850.0,SL,-1.0,12,CHOCH,TRENDING,5.0,0,0,12,18,1,0,SL
NIFTY,2025-09-04,10:27,10:30,3,SHORT,24955.7,24962.4,24942.3,24935.6,24926.0,6.7,24935.6,T2,3.0,12,CHOCH,TRENDING,6.2,0,0,10,27,3,1,T2
NIFTY,2025-09-04,11:09,11:12,3,SHORT,24929.5,24935.0,24921.2,24918.5,24904.6,5.5,24918.5,T2,2.0,10,BOS,NEUTRAL,5.0,0,0,11,9,3,1,T2
NIFTY,2025-09-08,13:48,13:54,6,SHORT,24946.0,24951.0,24936.0,24931.0,24917.3,5.0,24951.0,SL,-1.0,14,BOS,TRENDING,4.5,0,0,13,48,0,0,SL
NIFTY,2025-09-09,10:30,10:33,3,SHORT,24934.5,24941.0,24921.5,24915.0,24908.5,6.5,24921.5,T1,2.0,11,BOS,TRENDING,6.0,0,0,10,30,1,1,T1
NIFTY,2025-09-10,14:09,15:18,69,LONG,25053.5,25036.0,25079.8,25088.5,25106.0,17.5,25079.8,T1,1.5,15,CHOCH,NEUTRAL,17.0,0,0,14,9,2,1,T1
NIFTY,2025-09-15,11:51,11:54,3,LONG,25172.0,25168.0,25180.0,25184.0,25188.0,4.0,25180.0,T1,2.0,15,BOS,TRENDING,3.5,0,0,11,51,0,1,T1
NIFTY,2025-09-15,13:42,13:45,3,SHORT,25179.2,25188.4,25160.8,25151.6,25142.4,9.2,25160.8,T1,2.0,12,CHOCH,TRENDING,8.7,0,0,13,42,0,1,T1
NIFTY,2025-09-15,14:42,14:45,3,LONG,25166.3,25163.8,25171.3,25173.8,25185.4,2.5,25173.8,T2,3.0,15,BOS,TRENDING,1.0,0,0,14,42,0,1,T2
NIFTY,2025-09-16,13:33,13:51,18,SHORT,25278.6,25281.1,25273.6,25271.1,25265.2,2.5,25273.6,T1,2.0,16,CHOCH,TRENDING,0.2,0,0,13,33,1,1,T1
NIFTY,2025-09-18,11:51,11:57,6,SHORT,25501.0,25503.5,25496.0,25493.5,25491.0,2.5,25503.5,SL,-1.0,15,BOS,TRENDING,0.5,0,0,11,51,3,0,SL
NIFTY,2025-09-18,14:51,14:54,3,LONG,25464.3,25460.2,25472.5,25476.6,25510.0,4.1,25476.6,T2,3.0,13,BOS,TRENDING,3.6,0,0,14,51,3,1,T2
NIFTY,2025-09-19,10:24,10:30,6,LONG,25380.5,25371.4,25398.7,25407.8,25416.9,9.1,25398.7,T1,2.0,9,CHOCH,TRENDING,8.6,0,0,10,24,4,1,T1
NIFTY,2025-09-23,12:06,12:09,3,LONG,25193.8,25191.3,25198.8,25201.3,25207.8,2.5,25201.3,T2,3.0,15,BOS,TRENDING,1.9,0,0,12,6,1,1,T2
NIFTY,2025-09-23,14:15,14:18,3,SHORT,25314.5,25330.0,25283.5,25268.0,25244.7,15.5,25283.5,T1,2.0,16,CHOCH,TRENDING,15.0,0,0,14,15,1,1,T1
NIFTY,2025-09-24,12:12,12:15,3,LONG,25132.4,25128.8,25137.8,25139.6,25170.0,3.6,25139.6,T2,2.0,10,BOS,NEUTRAL,3.1,0,0,12,12,2,1,T2
NIFTY,2025-09-25,11:12,11:21,9,LONG,25063.2,25055.4,25078.8,25086.6,25094.4,7.8,25078.8,T1,2.0,12,CHOCH,TRENDING,7.3,0,0,11,12,3,1,T1
NIFTY,2025-09-25,13:03,13:06,3,LONG,25037.5,25034.0,25044.5,25048.0,25087.0,3.5,25048.0,T2,3.0,15,BOS,TRENDING,3.0,0,0,13,3,3,1,T2
NIFTY,2025-09-29,13:12,13:15,3,LONG,24705.6,24699.2,24718.4,24724.8,24734.9,6.4,24724.8,T2,3.0,14,CHOCH,TRENDING,5.9,0,0,13,12,0,1,T2
NIFTY,2025-09-29,14:42,14:45,3,SHORT,24745.7,24761.0,24722.8,24715.1,24699.8,15.3,24715.1,T2,2.0,14,CHOCH,NEUTRAL,14.8,0,0,14,42,0,1,T2
NIFTY,2025-09-30,13:24,13:27,3,SHORT,24664.5,24670.0,24656.2,24653.5,24641.8,5.5,24641.8,T3,4.13,13,CHOCH,NEUTRAL,5.0,0,0,13,24,1,1,T3
NIFTY,2025-10-03,12:33,12:36,3,SHORT,24937.5,24946.0,24920.5,24912.0,24901.7,8.5,24920.5,T1,2.0,15,BOS,TRENDING,8.0,0,0,12,33,4,1,T1
NIFTY,2025-10-07,11:21,11:24,3,SHORT,25246.3,25256.6,25225.7,25215.4,25177.5,10.3,25215.4,T2,3.0,13,BOS,TRENDING,9.8,0,0,11,21,1,1,T2
NIFTY,2025-10-07,13:33,13:36,3,SHORT,25286.4,25292.0,25275.2,25269.6,25252.0,5.6,25269.6,T2,3.0,12,CHOCH,TRENDING,5.1,0,0,13,33,1,1,T2
NIFTY,2025-10-07,14:30,14:33,3,SHORT,25279.6,25286.1,25266.6,25260.1,25252.0,6.5,25252.0,T3,4.25,13,BOS,TRENDING,6.0,0,0,14,30,1,1,T3
NIFTY,2025-10-08,12:45,12:48,3,LONG,25121.8,25117.6,25130.2,25134.4,25156.5,4.2,25156.5,T3,8.26,14,CHOCH,TRENDING,3.7,0,0,12,45,2,1,T3
NIFTY,2025-10-17,12:42,12:45,3,SHORT,25814.5,25817.9,25809.4,25807.7,25775.2,3.4,25807.7,T2,2.0,11,CHOCH,NEUTRAL,2.9,0,0,12,42,4,1,T2
NIFTY,2025-10-23,14:51,14:54,3,LONG,26035.6,26027.3,26052.2,26060.5,26079.0,8.3,26052.2,T1,2.0,12,CHOCH,TRENDING,7.8,0,0,14,51,3,1,T1
NIFTY,2025-10-24,12:06,12:09,3,LONG,25879.6,25868.2,25902.4,25913.8,25925.2,11.4,25902.4,T1,2.0,14,CHOCH,TRENDING,10.9,0,0,12,6,4,1,T1
NIFTY,2025-10-27,11:42,11:45,3,SHORT,26022.1,26024.6,26017.1,26014.6,26012.1,2.5,26012.1,T3,4.0,13,BOS,TRENDING,0.6,0,0,11,42,0,1,T3
NIFTY,2025-10-27,12:30,12:36,6,SHORT,26043.2,26060.4,26017.4,26008.8,25991.6,17.2,26017.4,T1,1.5,15,CHOCH,NEUTRAL,16.7,0,0,12,30,0,1,T1
NIFTY,2025-10-27,13:51,13:54,3,LONG,25992.4,25982.7,26011.8,26021.5,26041.6,9.7,26011.8,T1,2.0,16,CHOCH,TRENDING,9.2,0,0,13,51,0,1,T1
NIFTY,2025-10-28,12:39,12:42,3,LONG,25898.1,25885.1,25924.1,25937.1,25950.1,13.0,25937.1,T2,3.0,14,BOS,TRENDING,12.5,0,0,12,39,1,1,T2
NIFTY,2025-10-28,13:45,13:48,3,SHORT,25926.0,25944.1,25889.8,25871.7,25835.0,18.1,25889.8,T1,2.0,13,BOS,TRENDING,17.6,0,0,13,45,1,1,T1
NIFTY,2025-10-29,14:00,14:03,3,SHORT,26253.8,26261.1,26239.2,26231.9,26201.3,7.3,26231.9,T2,3.0,15,BOS,TRENDING,6.8,0,0,14,0,2,1,T2
NIFTY,2025-10-30,14:00,14:03,3,LONG,26039.7,26037.2,26044.7,26047.2,26070.4,2.5,26037.2,SL,-1.0,14,CHOCH,TRENDING,1.1,0,0,14,0,3,0,SL
NIFTY,2025-10-30,14:33,14:45,12,LONG,26044.0,26037.0,26058.0,26065.0,26072.0,7.0,26058.0,T1,2.0,15,BOS,TRENDING,6.5,0,0,14,33,3,1,T1
NIFTY,2025-11-03,13:48,13:51,3,SHORT,25894.5,25899.3,25887.3,25884.9,25851.0,4.8,25884.9,T2,2.0,11,CHOCH,NEUTRAL,4.3,0,0,13,48,0,1,T2
NIFTY,2025-11-06,11:15,11:18,3,LONG,25660.4,25656.5,25668.2,25672.1,25690.0,3.9,25656.5,SL,-1.0,14,CHOCH,TRENDING,3.4,0,0,11,15,3,0,SL
NIFTY,2025-11-06,12:48,12:51,3,LONG,25678.9,25676.4,25683.9,25686.4,25765.0,2.5,25686.4,T2,3.0,12,CHOCH,TRENDING,1.3,0,0,12,48,3,1,T2
NIFTY,2025-11-07,13:51,13:54,3,SHORT,25640.6,25652.2,25617.4,25605.8,25568.0,11.6,25617.4,T1,2.0,14,CHOCH,TRENDING,11.1,0,0,13,51,4,1,T1
NIFTY,2025-11-07,14:48,14:51,3,SHORT,25615.0,25621.0,25603.0,25597.0,25563.4,6.0,25597.0,T2,3.0,16,CHOCH,TRENDING,5.5,0,0,14,48,4,1,T2
NIFTY,2025-11-11,11:57,12:03,6,LONG,25621.5,25602.0,25660.5,25680.0,25699.5,19.5,25660.5,T1,2.0,14,CHOCH,TRENDING,19.0,0,0,11,57,1,1,T1
NIFTY,2025-11-13,12:33,12:36,3,SHORT,26065.3,26073.6,26048.7,26040.4,26032.1,8.3,26032.1,T3,4.0,16,CHOCH,TRENDING,7.8,0,0,12,33,3,1,T3
NIFTY,2025-11-14,10:54,10:57,3,LONG,25880.5,25862.8,25915.9,25933.6,25980.8,17.7,25933.6,T2,3.0,16,CHOCH,TRENDING,17.2,0,0,10,54,4,1,T2
NIFTY,2025-11-17,14:18,14:21,3,SHORT,26070.0,26076.0,26058.0,26052.0,26040.3,6.0,26052.0,T2,3.0,17,CHOCH,TRENDING,5.5,0,0,14,18,0,1,T2
NIFTY,2025-11-19,13:33,13:36,3,SHORT,26045.5,26048.1,26040.3,26037.7,25995.4,2.6,26037.7,T2,3.0,13,BOS,TRENDING,2.1,0,0,13,33,2,1,T2
NIFTY,2025-11-21,13:15,13:18,3,SHORT,26163.1,26177.1,26135.1,26121.1,26098.4,14.0,26121.1,T2,3.0,14,CHOCH,TRENDING,13.5,0,0,13,15,4,1,T2
NIFTY,2025-11-25,11:51,11:54,3,LONG,25958.8,25950.1,25971.8,25976.2,25984.9,8.7,25976.2,T2,2.0,13,CHOCH,NEUTRAL,8.2,0,0,11,51,1,1,T2
NIFTY,2025-11-27,11:36,11:39,3,SHORT,26445.5,26448.0,26440.5,26438.0,26404.3,2.5,26438.0,T2,3.0,13,BOS,TRENDING,0.1,0,0,11,36,3,1,T2
NIFTY,2025-11-28,11:42,11:54,12,SHORT,26430.5,26437.0,26417.5,26411.0,26404.5,6.5,26411.0,T2,3.0,16,CHOCH,TRENDING,6.0,0,0,11,42,4,1,T2
NIFTY,2025-12-01,10:39,10:42,3,SHORT,26447.6,26457.1,26433.3,26428.6,26419.1,9.5,26428.6,T2,2.0,13,CHOCH,NEUTRAL,9.0,0,0,10,39,0,1,T2
NIFTY,2025-12-01,13:39,13:42,3,LONG,26338.5,26334.5,26344.5,26346.5,26352.9,4.0,26352.9,T3,3.61,11,CHOCH,NEUTRAL,3.5,0,0,13,39,0,1,T3
NIFTY,2025-12-03,11:36,11:39,3,LONG,26075.5,26073.0,26080.5,26083.0,26107.3,2.5,26083.0,T2,3.0,13,BOS,TRENDING,0.6,0,0,11,36,2,1,T2
NIFTY,2025-12-03,13:42,13:45,3,SHORT,26094.5,26099.0,26085.5,26081.0,26068.3,4.5,26068.3,T3,5.81,14,CHOCH,TRENDING,4.0,0,0,13,42,2,1,T3
NIFTY,2025-12-04,11:39,11:42,3,SHORT,26199.5,26214.7,26169.1,26153.9,26138.7,15.2,26169.1,T1,2.0,14,CHOCH,TRENDING,14.7,0,0,11,39,3,1,T1
NIFTY,2025-12-04,13:24,13:27,3,LONG,26147.6,26141.4,26160.0,26166.2,26172.4,6.2,26160.0,T1,2.0,16,CHOCH,TRENDING,5.7,0,0,13,24,3,1,T1
NIFTY,2025-12-04,14:09,14:12,3,LONG,26125.5,26121.6,26133.3,26137.2,26169.6,3.9,26137.2,T2,3.0,16,CHOCH,TRENDING,3.4,0,0,14,9,3,1,T2
NIFTY,2025-12-08,14:45,14:48,3,LONG,26064.5,26059.6,26074.3,26079.2,26084.1,4.9,26084.1,T3,4.0,14,CHOCH,TRENDING,4.4,0,0,14,45,0,1,T3
NIFTY,2025-12-09,14:09,14:15,6,SHORT,26012.5,26021.0,25995.5,25987.0,25978.5,8.5,25995.5,T1,2.0,14,CHOCH,TRENDING,8.0,0,0,14,9,1,1,T1
NIFTY,2025-12-10,10:51,10:54,3,SHORT,26005.5,26022.0,25972.5,25956.0,25934.7,16.5,25956.0,T2,3.0,15,BOS,TRENDING,16.0,0,0,10,51,2,1,T2
NIFTY,2025-12-11,14:06,14:09,3,SHORT,25990.0,25992.5,25985.0,25982.5,25976.8,2.5,25992.5,SL,-1.0,15,CHOCH,TRENDING,0.6,0,0,14,6,3,0,SL
NIFTY,2025-12-12,10:24,10:27,3,SHORT,26107.5,26137.7,26047.1,26016.9,25986.7,30.2,26047.1,T1,2.0,15,BOS,TRENDING,29.7,0,0,10,24,4,1,T1
NIFTY,2025-12-16,12:30,12:33,3,LONG,25979.7,25977.2,25984.7,25987.2,25995.0,2.5,25987.2,T2,3.0,16,BOS,TRENDING,0.8,0,0,12,30,1,1,T2
NIFTY,2025-12-16,13:33,13:36,3,LONG,25966.8,25962.6,25973.1,25975.2,25993.0,4.2,25975.2,T2,2.0,12,CHOCH,NEUTRAL,3.7,0,0,13,33,1,1,T2
NIFTY,2025-12-17,11:15,11:18,3,LONG,25912.8,25905.2,25924.2,25928.0,25948.7,7.6,25905.2,SL,-1.0,12,BOS,NEUTRAL,7.1,0,0,11,15,2,0,SL
NIFTY,2025-12-17,14:51,14:54,3,LONG,25880.4,25877.9,25884.2,25885.4,25895.8,2.5,25885.4,T2,2.0,11,CHOCH,NEUTRAL,1.1,0,0,14,51,2,1,T2
NIFTY,2025-12-19,11:39,11:42,3,SHORT,26000.5,26010.4,25980.7,25970.8,25960.9,9.9,25970.8,T2,3.0,11,BOS,TRENDING,9.4,0,0,11,39,4,1,T2
NIFTY,2025-12-23,14:42,14:45,3,SHORT,26234.4,26243.0,26217.2,26208.6,26200.0,8.6,26208.6,T2,3.0,15,CHOCH,TRENDING,8.1,0,0,14,42,1,1,T2
NIFTY,2025-12-24,10:51,10:54,3,SHORT,26238.5,26243.0,26229.5,26225.0,26220.5,4.5,26225.0,T2,3.0,16,BOS,TRENDING,4.0,0,0,10,51,2,1,T2
NIFTY,2025-12-24,11:45,12:30,45,SHORT,26228.5,26240.1,26205.3,26193.7,26166.7,11.6,26240.1,SL,-1.0,13,CHOCH,TRENDING,11.1,0,0,11,45,2,0,SL
NIFTY,2025-12-29,14:24,14:27,3,LONG,25945.9,25934.7,25968.3,25979.5,25999.3,11.2,25968.3,T1,2.0,16,CHOCH,TRENDING,10.7,0,0,14,24,0,1,T1
NIFTY,2025-12-30,13:33,13:36,3,LONG,25910.5,25906.2,25919.1,25923.4,25927.7,4.3,25927.7,T3,4.0,13,BOS,TRENDING,3.8,0,0,13,33,1,1,T3
NIFTY,2025-12-31,13:42,13:57,15,SHORT,26308.6,26318.1,26289.6,26280.1,26270.6,9.5,26318.1,SL,-1.0,13,BOS,TRENDING,9.0,0,0,13,42,2,0,SL
NIFTY,2026-01-02,14:33,14:36,3,SHORT,26441.5,26450.5,26423.5,26414.5,26405.5,9.0,26423.5,T1,2.0,12,CHOCH,TRENDING,8.5,0,0,14,33,4,1,T1
NIFTY,2026-01-06,10:21,10:24,3,SHORT,26369.5,26373.6,26361.3,26357.2,26311.1,4.1,26357.2,T2,3.0,14,CHOCH,TRENDING,3.6,0,0,10,21,1,1,T2
NIFTY,2026-01-07,14:42,14:45,3,LONG,26207.5,26201.6,26216.3,26219.3,26225.2,5.9,26225.2,T3,3.0,12,BOS,NEUTRAL,5.4,0,0,14,42,2,1,T3
NIFTY,2026-01-08,13:57,14:00,3,LONG,26030.5,26027.0,26037.5,26041.0,26044.5,3.5,26044.5,T3,4.0,14,BOS,TRENDING,3.0,0,0,13,57,3,1,T3
NIFTY,2026-01-12,14:33,14:36,3,SHORT,25845.8,25850.2,25837.0,25832.6,25807.7,4.4,25807.7,T3,8.66,14,CHOCH,TRENDING,3.9,0,0,14,33,0,1,T3
NIFTY,2026-01-14,12:24,12:27,3,SHORT,25835.3,25844.2,25817.5,25808.6,25790.0,8.9,25808.6,T2,3.0,14,CHOCH,TRENDING,8.4,0,0,12,24,2,1,T2
NIFTY,2026-01-16,12:27,12:30,3,SHORT,25884.7,25894.4,25865.3,25855.6,25752.0,9.7,25855.6,T2,3.0,13,CHOCH,TRENDING,9.2,0,0,12,27,4,1,T2
NIFTY,2026-01-19,12:15,12:18,3,LONG,25560.5,25553.6,25574.3,25581.2,25618.8,6.9,25581.2,T2,3.0,14,CHOCH,TRENDING,6.4,0,0,12,15,0,1,T2
NIFTY,2026-01-22,12:06,12:09,3,LONG,25231.6,25223.5,25243.8,25247.8,25311.0,8.1,25247.8,T2,2.0,13,CHOCH,NEUTRAL,7.6,0,0,12,6,3,1,T2
NIFTY,2026-01-23,12:27,12:30,3,LONG,25222.6,25211.0,25245.8,25257.4,25269.0,11.6,25245.8,T1,2.0,13,CHOCH,TRENDING,11.1,0,0,12,27,4,1,T1
